Timepoint,Clock_Time,ID,MODEL,METRIC,VALUE,GROUP,UNITS
24HR,09:48,B-B 27,B-B,pH,7.46,ABG,value
24HR,09:48,B-B 27,B-B,pCO2,28.9,ABG,mmHg
24HR,09:48,B-B 27,B-B,pO2,78.1,ABG,mmHg
24HR,09:48,B-B 27,B-B,AST,35,CMP,U/L
24HR,09:48,B-B 27,B-B,ALT,80,CMP,U/L
24HR,09:48,B-B 27,B-B,LDH,67,CMP,U/L
24HR,09:48,B-B 27,B-B,CREA,0.6,CMP,mg/dL
24HR,09:48,B-B 27,B-B,BUN,10.91,CMP,mg/dL
24HR,09:48,B-B 27,B-B,AMY,315,CMP,U/L
24HR,09:48,B-B 27,B-B,TG,88.34,CMP,mg/dL
24HR,09:48,B-B 27,B-B,GLU,142.8,CMP,mg/dL
24HR,09:48,B-B 27,B-B,GGT,2,CMP,U/L
24HR,09:48,B-B 27,B-B,CKHR_time,13.4,TEG 5000,min
24HR,09:48,B-B 27,B-B,CKH_K,1.3,TEG 5000,min
24HR,09:48,B-B 27,B-B,CKH_angle,72.4,TEG 5000,degree
24HR,09:48,B-B 27,B-B,CKH_MA,75.6,TEG 5000,mm
24HR,09:48,B-B 27,B-B,APTT,138.4,Coag Panel,sec
24HR,09:48,B-B 27,B-B,PT,12.5,Coag Panel,sec
24HR,09:48,B-B 27,B-B,TT,25.1,Coag Panel,sec
24HR,09:48,B-B 27,B-B,Fib,4.99,Coag Panel,g/L
Baseline,06:46,B-B 28,B-B,MAP,80,MAP,mmHg
Baseline,06:46,B-B 28,B-B,bpm,296,Heart rate,bpm
Baseline,06:46,B-B 28,B-B,RBC,5.64,CBC,M/mL
Baseline,06:46,B-B 28,B-B,Hb,11.9,CBC,mg/dL
Baseline,06:46,B-B 28,B-B,HCT,36.2,CBC,mmHg
Baseline,06:46,B-B 28,B-B,PLT,268,CBC,10^3/uL
Baseline,06:46,B-B 28,B-B,WBC,3,CBC,10^3/uL
Baseline,06:46,B-B 28,B-B,LAC,1.8,ABG,mmol/L
Baseline,06:46,B-B 28,B-B,pH,7.502,ABG,value
Baseline,06:46,B-B 28,B-B,pCO2,34.6,ABG,mmHg
Baseline,06:46,B-B 28,B-B,pO2,90.2,ABG,mmHg
Baseline,06:46,B-B 28,B-B,AST,31,CMP,U/L
Baseline,06:46,B-B 28,B-B,ALT,49,CMP,U/L
Baseline,06:46,B-B 28,B-B,LDH,149,CMP,U/L
Baseline,06:46,B-B 28,B-B,CREA,349,CMP,mg/dL
Baseline,06:46,B-B 28,B-B,BUN,0.7,CMP,mg/dL
Baseline,06:46,B-B 28,B-B,AMY,17.49,CMP,U/L
Baseline,06:46,B-B 28,B-B,TG,254,CMP,mg/dL
Baseline,06:46,B-B 28,B-B,GLU,2,CMP,mg/dL
Baseline,06:46,B-B 28,B-B,GGT,185.16,CMP,U/L
Baseline,06:46,B-B 28,B-B,CKHR_time,5.6,TEG 5000,min
Baseline,06:46,B-B 28,B-B,CKH_K,0.8,TEG 5000,min
Baseline,06:46,B-B 28,B-B,CKH_angle,76.8,TEG 5000,degree
Baseline,06:46,B-B 28,B-B,CKH_MA,65.2,TEG 5000,mm
Baseline,06:46,B-B 28,B-B,APTT,125.6,Coag Panel,sec
Baseline,06:46,B-B 28,B-B,PT,13.3,Coag Panel,sec
Baseline,06:46,B-B 28,B-B,TT,25.2,Coag Panel,sec
Baseline,06:46,B-B 28,B-B,Fib,1.69,Coag Panel,g/L
EOS,09:40,B-B 28,B-B,MAP,48,MAP,mmHg
EOS,09:40,B-B 28,B-B,bpm,300,Heart rate,bpm
EOS,09:40,B-B 28,B-B,RBC,3.26,CBC,M/mL
EOS,09:40,B-B 28,B-B,Hb,7.1,CBC,mg/dL
EOS,09:40,B-B 28,B-B,HCT,20.8,CBC,mmHg
EOS,09:40,B-B 28,B-B,PLT,159,CBC,10^3/uL
EOS,09:40,B-B 28,B-B,WBC,4.4,CBC,10^3/uL
EOS,09:40,B-B 28,B-B,LAC,19,ABG,mmol/L
EOS,09:40,B-B 28,B-B,pH,7.296,ABG,value
EOS,09:40,B-B 28,B-B,pCO2,34.9,ABG,mmHg
EOS,09:40,B-B 28,B-B,pO2,93.8,ABG,mmHg
EOS,09:40,B-B 28,B-B,AST,147,CMP,U/L
EOS,09:40,B-B 28,B-B,ALT,93,CMP,U/L
EOS,09:40,B-B 28,B-B,LDH,149,CMP,U/L
EOS,09:40,B-B 28,B-B,CREA,0.8,CMP,mg/dL
EOS,09:40,B-B 28,B-B,BUN,16.57,CMP,mg/dL
EOS,09:40,B-B 28,B-B,AMY,220,CMP,U/L
EOS,09:40,B-B 28,B-B,TG,70.89,CMP,mg/dL
EOS,09:40,B-B 28,B-B,GLU,195.01,CMP,mg/dL
EOS,09:40,B-B 28,B-B,GGT,3,CMP,U/L
EOS,09:40,B-B 28,B-B,CKHR_time,10.3,TEG 5000,min
EOS,09:40,B-B 28,B-B,CKH_K,1.6,TEG 5000,min
EOS,09:40,B-B 28,B-B,CKH_angle,67.2,TEG 5000,degree
EOS,09:40,B-B 28,B-B,CKH_MA,65.7,TEG 5000,mm
EOS,09:40,B-B 28,B-B,APTT,9.1,Coag Panel,sec
EOS,09:40,B-B 28,B-B,PT,14.7,Coag Panel,sec
EOS,09:40,B-B 28,B-B,Fib,3.4,Coag Panel,g/L
EOR,09:50,B-B 28,B-B,MAP,77,MAP,mmHg
EOR,09:50,B-B 28,B-B,bpm,286,Heart rate,bpm
EOR,09:50,B-B 28,B-B,RBC,4.56,CBC,M/mL
EOR,09:50,B-B 28,B-B,Hb,9.6,CBC,mg/dL
EOR,09:50,B-B 28,B-B,HCT,29.2,CBC,mmHg
EOR,09:50,B-B 28,B-B,PLT,158,CBC,10^3/uL
EOR,09:50,B-B 28,B-B,WBC,6.8,CBC,10^3/uL
EOR,09:50,B-B 28,B-B,LAC,15,ABG,mmol/L
EOR,09:50,B-B 28,B-B,pH,7.304,ABG,value
EOR,09:50,B-B 28,B-B,pCO2,37.2,ABG,mmHg
EOR,09:50,B-B 28,B-B,pO2,91.3,ABG,mmHg
EOR,09:50,B-B 28,B-B,AST,128,CMP,U/L
EOR,09:50,B-B 28,B-B,ALT,97,CMP,U/L
EOR,09:50,B-B 28,B-B,LDH,254,CMP,U/L
EOR,09:50,B-B 28,B-B,CREA,1.5,CMP,mg/dL
EOR,09:50,B-B 28,B-B,BUN,21.57,CMP,mg/dL
EOR,09:50,B-B 28,B-B,AMY,194,CMP,U/L
EOR,09:50,B-B 28,B-B,TG,191.69,CMP,mg/dL
EOR,09:50,B-B 28,B-B,GLU,388.12,CMP,mg/dL
EOR,09:50,B-B 28,B-B,GGT,2,CMP,U/L
EOR,09:50,B-B 28,B-B,CKHR_time,8.4,TEG 5000,min
EOR,09:50,B-B 28,B-B,CKH_K,1.5,TEG 5000,min
EOR,09:50,B-B 28,B-B,CKH_angle,68.7,TEG 5000,degree
EOR,09:50,B-B 28,B-B,CKH_MA,67.1,TEG 5000,mm
EOR,09:50,B-B 28,B-B,APTT,141.3,Coag Panel,sec
EOR,09:50,B-B 28,B-B,PT,16,Coag Panel,sec
EOR,09:50,B-B 28,B-B,Fib,4.33,Coag Panel,g/L
20%,10:50,B-B 28,B-B,MAP,78,MAP,mmHg
20%,10:50,B-B 28,B-B,bpm,289,Heart rate,bpm
20%,10:50,B-B 28,B-B,LAC,6.3,ABG,mmol/L
20%,10:50,B-B 28,B-B,pH,7.496,ABG,value
20%,10:50,B-B 28,B-B,pCO2,36.4,ABG,mmHg
20%,10:50,B-B 28,B-B,pO2,94.4,ABG,mmHg
15%,11:50,B-B 28,B-B,MAP,84,MAP,mmHg
15%,11:50,B-B 28,B-B,bpm,289,Heart rate,bpm
15%,11:50,B-B 28,B-B,LAC,2.9,ABG,mmol/L
15%,11:50,B-B 28,B-B,pH,7.474,ABG,value
15%,11:50,B-B 28,B-B,pCO2,36.3,ABG,mmHg
15%,11:50,B-B 28,B-B,pO2,88.2,ABG,mmHg
10%,12:50,B-B 28,B-B,MAP,87,MAP,mmHg
10%,12:50,B-B 28,B-B,bpm,290,Heart rate,bpm
10%,12:50,B-B 28,B-B,LAC,1.5,ABG,mmol/L
10%,12:50,B-B 28,B-B,pH,7.5,ABG,value
10%,12:50,B-B 28,B-B,pCO2,32.7,ABG,mmHg
10%,12:50,B-B 28,B-B,pO2,93.9,ABG,mmHg
EOB,13:00,B-B 28,B-B,MAP,86,MAP,mmHg
EOB,13:00,B-B 28,B-B,bpm,292,Heart rate,bpm
EOB,13:00,B-B 28,B-B,RBC,5,CBC,M/mL
EOB,13:00,B-B 28,B-B,Hb,10.6,CBC,mg/dL
EOB,13:00,B-B 28,B-B,HCT,32,CBC,mmHg
EOB,13:00,B-B 28,B-B,PLT,173,CBC,10^3/uL
EOB,13:00,B-B 28,B-B,WBC,4.9,CBC,10^3/uL
EOB,13:00,B-B 28,B-B,LAC,1.7,ABG,mmol/L
EOB,13:00,B-B 28,B-B,pH,7.52,ABG,value
EOB,13:00,B-B 28,B-B,pCO2,34.5,ABG,mmHg
EOB,13:00,B-B 28,B-B,pO2,93.7,ABG,mmHg
EOB,13:00,B-B 28,B-B,AST,278,CMP,U/L
EOB,13:00,B-B 28,B-B,ALT,156,CMP,U/L
EOB,13:00,B-B 28,B-B,LDH,267,CMP,U/L
EOB,13:00,B-B 28,B-B,CREA,1.4,CMP,mg/dL
EOB,13:00,B-B 28,B-B,BUN,21.28,CMP,mg/dL
EOB,13:00,B-B 28,B-B,AMY,219,CMP,U/L
EOB,13:00,B-B 28,B-B,TG,191.53,CMP,mg/dL
EOB,13:00,B-B 28,B-B,GLU,388.54,CMP,mg/dL
EOB,13:00,B-B 28,B-B,GGT,3,CMP,U/L
EOB,13:00,B-B 28,B-B,APTT,133.3,Coag Panel,sec
EOB,13:00,B-B 28,B-B,PT,11.5,Coag Panel,sec
EOB,13:00,B-B 28,B-B,TT,20.6,Coag Panel,sec
EOB,13:00,B-B 28,B-B,Fib,2.69,Coag Panel,g/L
1H,14:00,B-B 28,B-B,MAP,88,MAP,mmHg
1H,14:00,B-B 28,B-B,bpm,300,Heart rate,bpm
1H,14:00,B-B 28,B-B,RBC,6.19,CBC,M/mL
1H,14:00,B-B 28,B-B,Hb,12.8,CBC,mg/dL
1H,14:00,B-B 28,B-B,HCT,39.3,CBC,mmHg
1H,14:00,B-B 28,B-B,PLT,187,CBC,10^3/uL
1H,14:00,B-B 28,B-B,WBC,0,CBC,10^3/uL
1H,14:00,B-B 28,B-B,LAC,4.8,ABG,mmol/L
1H,14:00,B-B 28,B-B,pH,7.497,ABG,value
1H,14:00,B-B 28,B-B,pCO2,34.6,ABG,mmHg
1H,14:00,B-B 28,B-B,pO2,98.4,ABG,mmHg
1H,14:00,B-B 28,B-B,AST,354,CMP,U/L
1H,14:00,B-B 28,B-B,ALT,190,CMP,U/L
1H,14:00,B-B 28,B-B,LDH,414,CMP,U/L
1H,14:00,B-B 28,B-B,CREA,1,CMP,mg/dL
1H,14:00,B-B 28,B-B,BUN,21.9,CMP,mg/dL
1H,14:00,B-B 28,B-B,AMY,220,CMP,U/L
1H,14:00,B-B 28,B-B,TG,164.2,CMP,mg/dL
1H,14:00,B-B 28,B-B,GLU,156.61,CMP,mg/dL
1H,14:00,B-B 28,B-B,GGT,2,CMP,U/L
1H,14:00,B-B 28,B-B,CKHR_time,21.9,TEG 5000,min
1H,14:00,B-B 28,B-B,CKH_K,3.7,TEG 5000,min
1H,14:00,B-B 28,B-B,CKH_angle,51.1,TEG 5000,degree
1H,14:00,B-B 28,B-B,CKH_MA,71.4,TEG 5000,mm
1H,14:00,B-B 28,B-B,APTT,136.9,Coag Panel,sec
1H,14:00,B-B 28,B-B,PT,10.2,Coag Panel,sec
1H,14:00,B-B 28,B-B,TT,20,Coag Panel,sec
1H,14:00,B-B 28,B-B,Fib,3.91,Coag Panel,g/L
24HR,09:50,B-B 28,B-B,MAP,65,MAP,mmHg
24HR,09:50,B-B 28,B-B,bpm,209,Heart rate,bpm
24HR,09:50,B-B 28,B-B,RBC,4.45,CBC,M/mL
24HR,09:50,B-B 28,B-B,Hb,9.4,CBC,mg/dL
24HR,09:50,B-B 28,B-B,HCT,28.5,CBC,mmHg
24HR,09:50,B-B 28,B-B,PLT,218,CBC,10^3/uL
24HR,09:50,B-B 28,B-B,WBC,5.4,CBC,10^3/uL
24HR,09:50,B-B 28,B-B,LAC,1.1,ABG,mmol/L
24HR,09:50,B-B 28,B-B,pH,7.445,ABG,value
24HR,09:50,B-B 28,B-B,pCO2,51.1,ABG,mmHg
24HR,09:50,B-B 28,B-B,pO2,29.2,ABG,mmHg
24HR,09:50,B-B 28,B-B,AST,474,CMP,U/L
24HR,09:50,B-B 28,B-B,ALT,349,CMP,U/L
24HR,09:50,B-B 28,B-B,LDH,414,CMP,U/L
24HR,09:50,B-B 28,B-B,CREA,1,CMP,mg/dL
24HR,09:50,B-B 28,B-B,BUN,21.9,CMP,mg/dL
24HR,09:50,B-B 28,B-B,AMY,220,CMP,U/L
24HR,09:50,B-B 28,B-B,TG,164.2,CMP,mg/dL
24HR,09:50,B-B 28,B-B,GLU,156.61,CMP,mg/dL
24HR,09:50,B-B 28,B-B,GGT,2,CMP,U/L
24HR,09:50,B-B 28,B-B,CKHR_time,6.8,TEG 5000,min
24HR,09:50,B-B 28,B-B,CKH_K,1.7,TEG 5000,min
24HR,09:50,B-B 28,B-B,CKH_angle,69.4,TEG 5000,degree
24HR,09:50,B-B 28,B-B,CKH_MA,74.5,TEG 5000,mm
24HR,09:50,B-B 28,B-B,APTT,88.2,Coag Panel,sec
24HR,09:50,B-B 28,B-B,PT,13.4,Coag Panel,sec
24HR,09:50,B-B 28,B-B,TT,83.5,Coag Panel,sec
24HR,09:50,B-B 28,B-B,Fib,4.5,Coag Panel,g/L
Baseline,06:45,B-B 29,B-B,MAP,75,MAP,mmHg
Baseline,06:45,B-B 29,B-B,bpm,295,Heart rate,bpm
Baseline,06:45,B-B 29,B-B,RBC,11.67,CBC,M/mL
Baseline,06:45,B-B 29,B-B,Hb,5.26,CBC,mg/dL
Baseline,06:45,B-B 29,B-B,HCT,10.7,CBC,mmHg
Baseline,06:45,B-B 29,B-B,PLT,32.5,CBC,10^3/uL
Baseline,06:45,B-B 29,B-B,WBC,3.3,CBC,10^3/uL
Baseline,06:45,B-B 29,B-B,LAC,1.2,ABG,mmol/L
Baseline,06:45,B-B 29,B-B,pH,7.457,ABG,value
Baseline,06:45,B-B 29,B-B,pCO2,37.2,ABG,mmHg
Baseline,06:45,B-B 29,B-B,pO2,80,ABG,mmHg
Baseline,06:45,B-B 29,B-B,AST,14,CMP,U/L
Baseline,06:45,B-B 29,B-B,ALT,32,CMP,U/L
Baseline,06:45,B-B 29,B-B,LDH,89,CMP,U/L
Baseline,06:45,B-B 29,B-B,CREA,0.8,CMP,mg/dL
Baseline,06:45,B-B 29,B-B,BUN,13.92,CMP,mg/dL
Baseline,06:45,B-B 29,B-B,AMY,302,CMP,U/L
Baseline,06:45,B-B 29,B-B,TG,114.92,CMP,mg/dL
Baseline,06:45,B-B 29,B-B,GLU,149.14,CMP,mg/dL
Baseline,06:45,B-B 29,B-B,GGT,6,CMP,U/L
Baseline,06:45,B-B 29,B-B,CKHR_time,7.7,TEG 5000,min
Baseline,06:45,B-B 29,B-B,CKH_K,1.1,TEG 5000,min
Baseline,06:45,B-B 29,B-B,CKH_angle,72.2,TEG 5000,degree
Baseline,06:45,B-B 29,B-B,CKH_MA,66.2,TEG 5000,mm
Baseline,06:45,B-B 29,B-B,APTT,10.3,Coag Panel,sec
Baseline,06:45,B-B 29,B-B,PT,15.9,Coag Panel,sec
Baseline,06:45,B-B 29,B-B,TT,27.2,Coag Panel,sec
Baseline,06:45,B-B 29,B-B,Fib,2.11,Coag Panel,g/L
EOS,09:25,B-B 29,B-B,MAP,43,MAP,mmHg
EOS,09:25,B-B 29,B-B,bpm,177,Heart rate,bpm
EOS,09:25,B-B 29,B-B,RBC,6.19,CBC,M/mL
EOS,09:25,B-B 29,B-B,Hb,13,CBC,mg/dL
EOS,09:25,B-B 29,B-B,HCT,38.7,CBC,mmHg
EOS,09:25,B-B 29,B-B,PLT,370,CBC,10^3/uL
EOS,09:25,B-B 29,B-B,WBC,4.2,CBC,10^3/uL
EOS,09:25,B-B 29,B-B,LAC,15,ABG,mmol/L
EOS,09:25,B-B 29,B-B,pH,7.396,ABG,value
EOS,09:25,B-B 29,B-B,pCO2,31.2,ABG,mmHg
EOS,09:25,B-B 29,B-B,pO2,93,ABG,mmHg
EOS,09:25,B-B 29,B-B,AST,72,CMP,U/L
EOS,09:25,B-B 29,B-B,ALT,60,CMP,U/L
EOS,09:25,B-B 29,B-B,LDH,89,CMP,U/L
EOS,09:25,B-B 29,B-B,CREA,0.8,CMP,mg/dL
EOS,09:25,B-B 29,B-B,BUN,13.92,CMP,mg/dL
EOS,09:25,B-B 29,B-B,AMY,302,CMP,U/L
EOS,09:25,B-B 29,B-B,TG,114.92,CMP,mg/dL
EOS,09:25,B-B 29,B-B,GLU,149.14,CMP,mg/dL
EOS,09:25,B-B 29,B-B,GGT,6,CMP,U/L
EOS,09:25,B-B 29,B-B,CKHR_time,4.8,TEG 5000,min
EOS,09:25,B-B 29,B-B,CKH_K,2.1,TEG 5000,min
EOS,09:25,B-B 29,B-B,CKH_angle,70,TEG 5000,degree
EOS,09:25,B-B 29,B-B,CKH_MA,75,TEG 5000,mm
EOS,09:25,B-B 29,B-B,APTT,131.6,Coag Panel,sec
EOS,09:25,B-B 29,B-B,PT,14.9,Coag Panel,sec
EOS,09:25,B-B 29,B-B,Fib,4.11,Coag Panel,g/L
EOR,09:35,B-B 29,B-B,MAP,68,MAP,mmHg
EOR,09:35,B-B 29,B-B,bpm,263,Heart rate,bpm
EOR,09:35,B-B 29,B-B,RBC,3.88,CBC,M/mL
EOR,09:35,B-B 29,B-B,Hb,8,CBC,mg/dL
EOR,09:35,B-B 29,B-B,HCT,24.2,CBC,mmHg
EOR,09:35,B-B 29,B-B,PLT,236,CBC,10^3/uL
EOR,09:35,B-B 29,B-B,WBC,6,CBC,10^3/uL
EOR,09:35,B-B 29,B-B,LAC,12,ABG,mmol/L
EOR,09:35,B-B 29,B-B,pH,7.379,ABG,value
EOR,09:35,B-B 29,B-B,pCO2,32.5,ABG,mmHg
EOR,09:35,B-B 29,B-B,pO2,106,ABG,mmHg
EOR,09:35,B-B 29,B-B,AST,34,CMP,U/L
EOR,09:35,B-B 29,B-B,ALT,58,CMP,U/L
EOR,09:35,B-B 29,B-B,LDH,178,CMP,U/L
EOR,09:35,B-B 29,B-B,CREA,1,CMP,mg/dL
EOR,09:35,B-B 29,B-B,BUN,19.16,CMP,mg/dL
EOR,09:35,B-B 29,B-B,AMY,263,CMP,U/L
EOR,09:35,B-B 29,B-B,TG,136.97,CMP,mg/dL
EOR,09:35,B-B 29,B-B,GLU,402.93,CMP,mg/dL
EOR,09:35,B-B 29,B-B,GGT,2,CMP,U/L
EOR,09:35,B-B 29,B-B,CKHR_time,6.3,TEG 5000,min
EOR,09:35,B-B 29,B-B,CKH_K,1.2,TEG 5000,min
EOR,09:35,B-B 29,B-B,CKH_angle,73.3,TEG 5000,degree
EOR,09:35,B-B 29,B-B,CKH_MA,74.9,TEG 5000,mm
EOR,09:35,B-B 29,B-B,APTT,95.9,Coag Panel,sec
EOR,09:35,B-B 29,B-B,PT,15.2,Coag Panel,sec
EOR,09:35,B-B 29,B-B,Fib,4.83,Coag Panel,g/L
20%,10:35,B-B 29,B-B,MAP,53,MAP,mmHg
20%,10:35,B-B 29,B-B,bpm,284,Heart rate,bpm
20%,10:35,B-B 29,B-B,LAC,9.7,ABG,mmol/L
20%,10:35,B-B 29,B-B,pH,7.445,ABG,value
20%,10:35,B-B 29,B-B,pCO2,41.5,ABG,mmHg
20%,10:35,B-B 29,B-B,pO2,87.2,ABG,mmHg
15%,11:35,B-B 29,B-B,MAP,64,MAP,mmHg
15%,11:35,B-B 29,B-B,bpm,297,Heart rate,bpm
15%,11:35,B-B 29,B-B,LAC,4,ABG,mmol/L
15%,11:35,B-B 29,B-B,pH,7.513,ABG,value
15%,11:35,B-B 29,B-B,pCO2,41.6,ABG,mmHg
15%,11:35,B-B 29,B-B,pO2,95.2,ABG,mmHg
10%,12:35,B-B 29,B-B,MAP,64,MAP,mmHg
10%,12:35,B-B 29,B-B,bpm,296,Heart rate,bpm
10%,12:35,B-B 29,B-B,LAC,4.3,ABG,mmol/L
10%,12:35,B-B 29,B-B,pH,7.514,ABG,value
10%,12:35,B-B 29,B-B,pCO2,36.9,ABG,mmHg
10%,12:35,B-B 29,B-B,pO2,103,ABG,mmHg
EOB,12:45,B-B 29,B-B,MAP,70,MAP,mmHg
EOB,12:45,B-B 29,B-B,bpm,288,Heart rate,bpm
EOB,12:45,B-B 29,B-B,RBC,4.98,CBC,M/mL
EOB,12:45,B-B 29,B-B,Hb,10.3,CBC,mg/dL
EOB,12:45,B-B 29,B-B,HCT,31.3,CBC,mmHg
EOB,12:45,B-B 29,B-B,PLT,219,CBC,10^3/uL
EOB,12:45,B-B 29,B-B,WBC,5,CBC,10^3/uL
EOB,12:45,B-B 29,B-B,LAC,3.9,ABG,mmol/L
EOB,12:45,B-B 29,B-B,pH,7.487,ABG,value
EOB,12:45,B-B 29,B-B,pCO2,39.2,ABG,mmHg
EOB,12:45,B-B 29,B-B,pO2,93.4,ABG,mmHg
EOB,12:45,B-B 29,B-B,AST,185,CMP,U/L
EOB,12:45,B-B 29,B-B,ALT,82,CMP,U/L
EOB,12:45,B-B 29,B-B,LDH,151,CMP,U/L
EOB,12:45,B-B 29,B-B,CREA,1,CMP,mg/dL
EOB,12:45,B-B 29,B-B,BUN,19.19,CMP,mg/dL
EOB,12:45,B-B 29,B-B,AMY,268,CMP,U/L
EOB,12:45,B-B 29,B-B,TG,143.87,CMP,mg/dL
EOB,12:45,B-B 29,B-B,GLU,392.86,CMP,mg/dL
EOB,12:45,B-B 29,B-B,GGT,2,CMP,U/L
EOB,12:45,B-B 29,B-B,CKHR_time,10,TEG 5000,min
EOB,12:45,B-B 29,B-B,CKH_K,1.7,TEG 5000,min
EOB,12:45,B-B 29,B-B,CKH_angle,67.2,TEG 5000,degree
EOB,12:45,B-B 29,B-B,CKH_MA,72,TEG 5000,mm
EOB,12:45,B-B 29,B-B,APTT,124.4,Coag Panel,sec
EOB,12:45,B-B 29,B-B,PT,10.1,Coag Panel,sec
EOB,12:45,B-B 29,B-B,TT,17.5,Coag Panel,sec
EOB,12:45,B-B 29,B-B,Fib,3.78,Coag Panel,g/L
1H,13:45,B-B 29,B-B,MAP,55,MAP,mmHg
1H,13:45,B-B 29,B-B,bpm,299,Heart rate,bpm
1H,13:45,B-B 29,B-B,RBC,4.7,CBC,M/mL
1H,13:45,B-B 29,B-B,Hb,10.9,CBC,mg/dL
1H,13:45,B-B 29,B-B,HCT,33.3,CBC,mmHg
1H,13:45,B-B 29,B-B,PLT,239,CBC,10^3/uL
1H,13:45,B-B 29,B-B,WBC,4.7,CBC,10^3/uL
1H,13:45,B-B 29,B-B,LAC,3.1,ABG,mmol/L
1H,13:45,B-B 29,B-B,pH,7.496,ABG,value
1H,13:45,B-B 29,B-B,pCO2,37.1,ABG,mmHg
1H,13:45,B-B 29,B-B,pO2,91.5,ABG,mmHg
1H,13:45,B-B 29,B-B,AST,265,CMP,U/L
1H,13:45,B-B 29,B-B,ALT,95,CMP,U/L
1H,13:45,B-B 29,B-B,LDH,438,CMP,U/L
1H,13:45,B-B 29,B-B,CREA,0.8,CMP,mg/dL
1H,13:45,B-B 29,B-B,BUN,22.51,CMP,mg/dL
1H,13:45,B-B 29,B-B,AMY,283,CMP,U/L
1H,13:45,B-B 29,B-B,TG,278.37,CMP,mg/dL
1H,13:45,B-B 29,B-B,GLU,177.01,CMP,mg/dL
1H,13:45,B-B 29,B-B,GGT,2,CMP,U/L
1H,13:45,B-B 29,B-B,CKHR_time,10,TEG 5000,min
1H,13:45,B-B 29,B-B,CKH_K,1.7,TEG 5000,min
1H,13:45,B-B 29,B-B,CKH_angle,67.2,TEG 5000,degree
1H,13:45,B-B 29,B-B,CKH_MA,72,TEG 5000,mm
1H,13:45,B-B 29,B-B,APTT,121,Coag Panel,sec
1H,13:45,B-B 29,B-B,PT,13.9,Coag Panel,sec
1H,13:45,B-B 29,B-B,TT,27.3,Coag Panel,sec
1H,13:45,B-B 29,B-B,Fib,4.71,Coag Panel,g/L
24HR,09:35,B-B 29,B-B,MAP,68,MAP,mmHg
24HR,09:35,B-B 29,B-B,bpm,180,Heart rate,bpm
24HR,09:35,B-B 29,B-B,RBC,5.35,CBC,M/mL
24HR,09:35,B-B 29,B-B,Hb,10.9,CBC,mg/dL
24HR,09:35,B-B 29,B-B,HCT,33.3,CBC,mmHg
24HR,09:35,B-B 29,B-B,PLT,239,CBC,10^3/uL
24HR,09:35,B-B 29,B-B,WBC,2.2,CBC,10^3/uL
24HR,09:35,B-B 29,B-B,LAC,2.1,ABG,mmol/L
24HR,09:35,B-B 29,B-B,pH,7.58,ABG,value
24HR,09:35,B-B 29,B-B,pCO2,28.3,ABG,mmHg
24HR,09:35,B-B 29,B-B,pO2,95,ABG,mmHg
24HR,09:35,B-B 29,B-B,AST,257,CMP,U/L
24HR,09:35,B-B 29,B-B,ALT,166,CMP,U/L
24HR,09:35,B-B 29,B-B,LDH,438,CMP,U/L
24HR,09:35,B-B 29,B-B,CREA,0.8,CMP,mg/dL
24HR,09:35,B-B 29,B-B,BUN,22.51,CMP,mg/dL
24HR,09:35,B-B 29,B-B,AMY,283,CMP,U/L
24HR,09:35,B-B 29,B-B,TG,278.37,CMP,mg/dL
24HR,09:35,B-B 29,B-B,GLU,177.01,CMP,mg/dL
24HR,09:35,B-B 29,B-B,GGT,2,CMP,U/L
24HR,09:35,B-B 29,B-B,CKHR_time,12.6,TEG 5000,min
24HR,09:35,B-B 29,B-B,CKH_K,2.8,TEG 5000,min
24HR,09:35,B-B 29,B-B,CKH_angle,59.7,TEG 5000,degree
24HR,09:35,B-B 29,B-B,CKH_MA,77.2,TEG 5000,mm
24HR,09:35,B-B 29,B-B,APTT,100.6,Coag Panel,sec
24HR,09:35,B-B 29,B-B,PT,11.9,Coag Panel,sec
24HR,09:35,B-B 29,B-B,TT,25.3,Coag Panel,sec
24HR,09:35,B-B 29,B-B,Fib,11.67,Coag Panel,g/L
Baseline,NA,B-LR 01,B-LR,MAP,75,MAP,mmHg
Baseline,NA,B-LR 01,B-LR,bpm,260,Heart rate,bpm
Baseline,NA,B-LR 01,B-LR,RBC,7.79,CBC,M/mL
Baseline,NA,B-LR 01,B-LR,Hb,15.6,CBC,mg/dL
Baseline,NA,B-LR 01,B-LR,HCT,48.8,CBC,mmHg
Baseline,NA,B-LR 01,B-LR,PLT,74,CBC,10^3/uL
Baseline,NA,B-LR 01,B-LR,WBC,6.3,CBC,10^3/uL
Baseline,NA,B-LR 01,B-LR,X._Free_Hb,0,% Free Hb,%
Baseline,NA,B-LR 01,B-LR,LAC,1.7,ABG,mmol/L
Baseline,NA,B-LR 01,B-LR,pH,7.479,ABG,value
Baseline,NA,B-LR 01,B-LR,pCO2,33.4,ABG,mmHg
Baseline,NA,B-LR 01,B-LR,pO2,81.1,ABG,mmHg
Baseline,NA,B-LR 01,B-LR,AST,65,CMP,U/L
Baseline,NA,B-LR 01,B-LR,ALT,66,CMP,U/L
Baseline,NA,B-LR 01,B-LR,LDH,71,CMP,U/L
Baseline,NA,B-LR 01,B-LR,CREA,0.3,CMP,mg/dL
Baseline,NA,B-LR 01,B-LR,BUN,14.05,CMP,mg/dL
